code_muni,uf,municipality,adoption_year,resolution
1703891,TO,Carrasco Bonito,2025,Nº 17 - 31/12/2025
1703909,TO,Caseara,2024,Nº 8 - 03/07/2024
1705102,TO,Chapada da Natividade,2025,Nº 17 - 31/12/2025
1705508,TO,Colinas do Tocantins,2024,Nº 8 - 03/07/2024
1705607,TO,Conceição do Tocantins,2025,Nº 9 - 30/06/2025
1706001,TO,Couto Magalhães,2024,Nº 11 - 09/10/2024
1706100,TO,Cristalândia,2024,Nº 11 - 09/10/2024
1706506,TO,Darcinópolis,2023,Nº 1 - 30/06/2023
1707108,TO,Divinópolis do Tocantins,2024,Nº 03 - 05/04/2024
1707207,TO,Dois Irmãos do Tocantins,2025,Nº 17 - 31/12/2025
1707306,TO,Dueré,2018,Nº 4 - 17/04/2018
1707405,TO,Esperantina,2025,Nº 17 - 31/12/2025
1707553,TO,Fátima,2024,Nº 03 - 05/04/2024
1707652,TO,Figueirópolis,2025,Nº 17 - 31/12/2025
1707702,TO,Filadélfia,2025,Nº 17 - 31/12/2025
1708205,TO,Formoso do Araguaia,2025,Nº 9 - 30/06/2025
1708254,TO,Tabocão,2018,Nº 9 - 18/12/2018
1709005,TO,Goiatins,2016,Nº 1 - 21/03/2016
1709500,TO,Gurupi,2024,Nº 2 - 08/03/2024
1709807,TO,Ipueiras,2025,Nº 17 - 31/12/2025
1710508,TO,Itacajá,2025,Nº 9 - 30/06/2025
1710904,TO,Itapiratins,2024,Nº 03 - 05/04/2024
1711100,TO,Itaporã do Tocantins,2018,Nº 4 - 17/04/2018
1711506,TO,Jaú do Tocantins,2016,Nº 5 - 03/08/2016
1711803,TO,Juarina,2024,Nº 03 - 05/04/2024
1711902,TO,Lagoa da Confusão,2026,Nº 18 - 13/01/2026
1712009,TO,Lajeado,2026,Nº 18 - 13/01/2026
1712157,TO,Lavandeira,2025,Nº 17 - 31/12/2025
1712454,TO,Luzinópolis,2023,Nº 1 - 30/06/2023
1712504,TO,Marianópolis do Tocantins,2024,Nº 11 - 09/10/2024
1712801,TO,Maurilândia do Tocantins,2023,Nº 1 - 30/06/2023
1713205,TO,Miracema do Tocantins,2026,Nº 18 - 13/01/2026
1713304,TO,Miranorte,2024,Nº 03 - 05/04/2024
1713700,TO,Monte Santo do Tocantins,2026,Nº 18 - 13/01/2026
1713809,TO,Palmeiras do Tocantins,2025,Nº 4 - 20/03/2025
1713957,TO,Muricilândia,2024,Nº 03 - 05/04/2024
1714302,TO,Nazaré,2024,Nº 8 - 03/07/2024
1714880,TO,Nova Olinda,2024,Nº 8 - 03/07/2024
1715507,TO,Oliveira de Fátima,2026,Nº 18 - 13/01/2026
1715754,TO,Palmeirópolis,2016,Nº 5 - 03/08/2016
1716109,TO,Paraíso do Tocantins,2026,Nº 18 - 13/01/2026
1716208,TO,Paranã,2025,Nº 9 - 30/06/2025
1716307,TO,Pau D'Arco,2026,Nº 18 - 13/01/2026
1716505,TO,Pedro Afonso,2026,Nº 18 - 13/01/2026
1716604,TO,Peixe,2026,Nº 18 - 13/01/2026
1716653,TO,Pequizeiro,2025,Nº 17 - 31/12/2025
1716703,TO,Colméia,2025,Nº 17 - 31/12/2025
1717008,TO,Pindorama do Tocantins,2025,Nº 4 - 20/03/2025
1717206,TO,Piraquê,2024,Nº 8 - 03/07/2024
1717909,TO,Ponte Alta do Tocantins,2026,Nº 18 - 13/01/2026
1718006,TO,Porto Alegre do Tocantins,2026,Nº 18 - 13/01/2026
1718204,TO,Porto Nacional,2026,Nº 18 - 13/01/2026
1718303,TO,Praia Norte,2025,Nº 17 - 31/12/2025
1718402,TO,Presidente Kennedy,2014,Nº 4 - 20/03/2014
1718550,TO,Riachinho,2024,Nº 03 - 05/04/2024
1718659,TO,Rio da Conceição,2025,Nº 17 - 31/12/2025
1718709,TO,Rio dos Bois,2018,Nº 4 - 17/04/2018
1718758,TO,Rio Sono,2025,Nº 17 - 31/12/2025
1718808,TO,Sampaio,2025,Nº 17 - 31/12/2025
1718865,TO,Santa Fé do Araguaia,2025,Nº 17 - 31/12/2025
1718881,TO,Santa Maria do Tocantins,2018,Nº 9 - 18/12/2018
1719004,TO,Santa Tereza do Tocantins,2025,Nº 17 - 31/12/2025
1720002,TO,Santa Terezinha do Tocantins,2024,Nº 03 - 05/04/2024
1720101,TO,São Bento do Tocantins,2025,Nº 17 - 31/12/2025
1720150,TO,São Félix do Tocantins,2025,Nº 17 - 31/12/2025
1720259,TO,São Salvador do Tocantins,2016,Nº 5 - 03/08/2016
1720309,TO,São Sebastião do Tocantins,2018,Nº 4 - 17/04/2018
1720499,TO,São Valério,2024,Nº 03 - 05/04/2024
1720804,TO,Sítio Novo do Tocantins,2018,Nº 4 - 17/04/2018
1720903,TO,Taguatinga,2024,Nº 4 - 07/05/2024
1720937,TO,Taipas do Tocantins,2025,Nº 17 - 31/12/2025
1720978,TO,Talismã,2023,Nº 1 - 30/06/2023
1721000,TO,Palmas,2024,Nº 7 - 21/06/2024
1721109,TO,Tocantínia,2025,Nº 6 - 02/04/2025
1721208,TO,Tocantinópolis,2025,Nº 9 - 30/06/2025
1721307,TO,Tupiratins,2025,Nº 17 - 31/12/2025
1722081,TO,Wanderlândia,2025,Nº 17 - 31/12/2025
